parking_id,name,day_group,entry_windows,exit_windows,fee_windows,fee_mode,overnight_allowed,access_status,general_public,effective_from,effective_to,checked_at,evidence_method,evidence_ref,note
30,샘모루초교지하,saturday,00:00-24:00,00:00-24:00,09:00-20:00,paid_window_free_outside,true,confirmed_open,true,2026-09-15,,2026-09-15,official_web,docs/reports/태영.txt,"월~토 유료, 일요일 무료개방(입출차 24시간 가능) (네이버지도 기준, 일부는 공식 운영시간 미표기) [evidence_method는 임시 official_web — enum에 web_map 추가되면 교체 예정]"
30,샘모루초교지하,sunday_holiday,00:00-24:00,00:00-24:00,,free,true,confirmed_open,true,2026-09-15,,2026-09-15,official_web,docs/reports/태영.txt,"월~토 유료, 일요일 무료개방(입출차 24시간 가능) (네이버지도 기준, 일부는 공식 운영시간 미표기) [evidence_method는 임시 official_web — enum에 web_map 추가되면 교체 예정]"
183,호계시장2노외,weekday,00:00-24:00,00:00-24:00,09:00-22:00,paid_window_free_outside,true,confirmed_open,true,2026-09-15,,2026-09-15,official_web,docs/reports/태영.txt,"월~토 유료, 일요일 무료개방(입출차 24시간 가능) (네이버지도 기준, 일부는 공식 운영시간 미표기) [evidence_method는 임시 official_web — enum에 web_map 추가되면 교체 예정]"
183,호계시장2노외,saturday,00:00-24:00,00:00-24:00,09:00-22:00,paid_window_free_outside,true,confirmed_open,true,2026-09-15,,2026-09-15,official_web,docs/reports/태영.txt,"월~토 유료, 일요일 무료개방(입출차 24시간 가능) (네이버지도 기준, 일부는 공식 운영시간 미표기) [evidence_method는 임시 official_web — enum에 web_map 추가되면 교체 예정]"
183,호계시장2노외,sunday_holiday,00:00-24:00,00:00-24:00,,free,true,confirmed_open,true,2026-09-15,,2026-09-15,official_web,docs/reports/태영.txt,"월~토 유료, 일요일 무료개방(입출차 24시간 가능) (네이버지도 기준, 일부는 공식 운영시간 미표기) [evidence_method는 임시 official_web — enum에 web_map 추가되면 교체 예정]"
182,호계시장1노외,weekday,00:00-24:00,00:00-24:00,09:00-22:00,paid_window_free_outside,true,confirmed_open,true,2026-09-15,,2026-09-15,official_web,docs/reports/태영.txt,"월~토 유료, 일요일 무료개방(입출차 24시간 가능) (네이버지도 기준, 일부는 공식 운영시간 미표기) [evidence_method는 임시 official_web — enum에 web_map 추가되면 교체 예정]"
182,호계시장1노외,saturday,00:00-24:00,00:00-24:00,09:00-22:00,paid_window_free_outside,true,confirmed_open,true,2026-09-15,,2026-09-15,official_web,docs/reports/태영.txt,"월~토 유료, 일요일 무료개방(입출차 24시간 가능) (네이버지도 기준, 일부는 공식 운영시간 미표기) [evidence_method는 임시 official_web — enum에 web_map 추가되면 교체 예정]"
182,호계시장1노외,sunday_holiday,00:00-24:00,00:00-24:00,,free,true,confirmed_open,true,2026-09-15,,2026-09-15,official_web,docs/reports/태영.txt,"월~토 유료, 일요일 무료개방(입출차 24시간 가능) (네이버지도 기준, 일부는 공식 운영시간 미표기) [evidence_method는 임시 official_web — enum에 web_map 추가되면 교체 예정]"
181,덕현공원지하,weekday,00:00-24:00,00:00-24:00,09:00-20:00,paid_window_free_outside,true,confirmed_open,true,2026-09-15,,2026-09-15,official_web,docs/reports/태영.txt,"월~토 유료, 일요일 무료개방(입출차 24시간 가능) (네이버지도 기준, 일부는 공식 운영시간 미표기) [evidence_method는 임시 official_web — enum에 web_map 추가되면 교체 예정]"
181,덕현공원지하,saturday,00:00-24:00,00:00-24:00,09:00-20:00,paid_window_free_outside,true,confirmed_open,true,2026-09-15,,2026-09-15,official_web,docs/reports/태영.txt,"월~토 유료, 일요일 무료개방(입출차 24시간 가능) (네이버지도 기준, 일부는 공식 운영시간 미표기) [evidence_method는 임시 official_web — enum에 web_map 추가되면 교체 예정]"
181,덕현공원지하,sunday_holiday,00:00-24:00,00:00-24:00,,free,true,confirmed_open,true,2026-09-15,,2026-09-15,official_web,docs/reports/태영.txt,"월~토 유료, 일요일 무료개방(입출차 24시간 가능) (네이버지도 기준, 일부는 공식 운영시간 미표기) [evidence_method는 임시 official_web — enum에 web_map 추가되면 교체 예정]"
29,남부노외,weekday,00:00-24:00,00:00-24:00,08:00-18:00,paid_window_free_outside,true,confirmed_open,true,2026-09-15,,2026-09-15,official_web,docs/reports/태영.txt,"월~토 유료, 일요일 무료개방(입출차 24시간 가능) (네이버지도 기준, 일부는 공식 운영시간 미표기) [evidence_method는 임시 official_web — enum에 web_map 추가되면 교체 예정]"
29,남부노외,saturday,00:00-24:00,00:00-24:00,08:00-18:00,paid_window_free_outside,true,confirmed_open,true,2026-09-15,,2026-09-15,official_web,docs/reports/태영.txt,"월~토 유료, 일요일 무료개방(입출차 24시간 가능) (네이버지도 기준, 일부는 공식 운영시간 미표기) [evidence_method는 임시 official_web — enum에 web_map 추가되면 교체 예정]"
29,남부노외,sunday_holiday,00:00-24:00,00:00-24:00,,free,true,confirmed_open,true,2026-09-15,,2026-09-15,official_web,docs/reports/태영.txt,"월~토 유료, 일요일 무료개방(입출차 24시간 가능) (네이버지도 기준, 일부는 공식 운영시간 미표기) [evidence_method는 임시 official_web — enum에 web_map 추가되면 교체 예정]"
421,박달고가밑노상(노외),weekday,00:00-24:00,00:00-24:00,09:00-19:00,paid_window_free_outside,true,confirmed_open,true,2026-09-15,,2026-09-15,official_web,docs/reports/태영.txt,"월~토 유료, 일요일 무료개방(입출차 24시간 가능) (네이버지도 기준, 일부는 공식 운영시간 미표기) [evidence_method는 임시 official_web — enum에 web_map 추가되면 교체 예정]"
421,박달고가밑노상(노외),saturday,00:00-24:00,00:00-24:00,09:00-19:00,paid_window_free_outside,true,confirmed_open,true,2026-09-15,,2026-09-15,official_web,docs/reports/태영.txt,"월~토 유료, 일요일 무료개방(입출차 24시간 가능) (네이버지도 기준, 일부는 공식 운영시간 미표기) [evidence_method는 임시 official_web — enum에 web_map 추가되면 교체 예정]"
421,박달고가밑노상(노외),sunday_holiday,00:00-24:00,00:00-24:00,,free,true,confirmed_open,true,2026-09-15,,2026-09-15,official_web,docs/reports/태영.txt,"월~토 유료, 일요일 무료개방(입출차 24시간 가능) (네이버지도 기준, 일부는 공식 운영시간 미표기) [evidence_method는 임시 official_web — enum에 web_map 추가되면 교체 예정]"
33,박달시장2노외,weekday,00:00-24:00,00:00-24:00,09:00-19:00,paid_window_free_outside,true,confirmed_open,true,2026-09-15,,2026-09-15,official_web,docs/reports/태영.txt,"월~토 유료, 일요일 무료개방(입출차 24시간 가능) (네이버지도 기준, 일부는 공식 운영시간 미표기) [evidence_method는 임시 official_web — enum에 web_map 추가되면 교체 예정]"
33,박달시장2노외,saturday,00:00-24:00,00:00-24:00,09:00-19:00,paid_window_free_outside,true,confirmed_open,true,2026-09-15,,2026-09-15,official_web,docs/reports/태영.txt,"월~토 유료, 일요일 무료개방(입출차 24시간 가능) (네이버지도 기준, 일부는 공식 운영시간 미표기) [evidence_method는 임시 official_web — enum에 web_map 추가되면 교체 예정]"
33,박달시장2노외,sunday_holiday,00:00-24:00,00:00-24:00,,free,true,confirmed_open,true,2026-09-15,,2026-09-15,official_web,docs/reports/태영.txt,"월~토 유료, 일요일 무료개방(입출차 24시간 가능) (네이버지도 기준, 일부는 공식 운영시간 미표기) [evidence_method는 임시 official_web — enum에 web_map 추가되면 교체 예정]"
112,원스퀘어임시,weekday,00:00-24:00,00:00-24:00,10:00-22:00,paid_window_free_outside,true,confirmed_open,true,2026-09-15,,2026-09-15,official_web,docs/reports/태영.txt,"매일 같은 시간만 유료, 그 외 무료개방(입출차 24시간 가능) (네이버지도 기준, 일부는 공식 운영시간 미표기) [evidence_method는 임시 official_web — enum에 web_map 추가되면 교체 예정]"
112,원스퀘어임시,saturday,00:00-24:00,00:00-24:00,10:00-22:00,paid_window_free_outside,true,confirmed_open,true,2026-09-15,,2026-09-15,official_web,docs/reports/태영.txt,"매일 같은 시간만 유료, 그 외 무료개방(입출차 24시간 가능) (네이버지도 기준, 일부는 공식 운영시간 미표기) [evidence_method는 임시 official_web — enum에 web_map 추가되면 교체 예정]"
112,원스퀘어임시,sunday_holiday,00:00-24:00,00:00-24:00,10:00-22:00,paid_window_free_outside,true,confirmed_open,true,2026-09-15,,2026-09-15,official_web,docs/reports/태영.txt,"매일 같은 시간만 유료, 그 외 무료개방(입출차 24시간 가능) (네이버지도 기준, 일부는 공식 운영시간 미표기) [evidence_method는 임시 official_web — enum에 web_map 추가되면 교체 예정]"
31,스마트스퀘어지하,weekday,00:00-24:00,00:00-24:00,09:00-18:00,paid_window_free_outside,true,confirmed_open,true,2026-09-15,,2026-09-15,official_web,docs/reports/태영.txt,"매일 같은 시간만 유료, 그 외 무료개방(입출차 24시간 가능) (네이버지도 기준, 일부는 공식 운영시간 미표기) [evidence_method는 임시 official_web — enum에 web_map 추가되면 교체 예정]"
31,스마트스퀘어지하,saturday,00:00-24:00,00:00-24:00,09:00-18:00,paid_window_free_outside,true,confirmed_open,true,2026-09-15,,2026-09-15,official_web,docs/reports/태영.txt,"매일 같은 시간만 유료, 그 외 무료개방(입출차 24시간 가능) (네이버지도 기준, 일부는 공식 운영시간 미표기) [evidence_method는 임시 official_web — enum에 web_map 추가되면 교체 예정]"
31,스마트스퀘어지하,sunday_holiday,00:00-24:00,00:00-24:00,09:00-18:00,paid_window_free_outside,true,confirmed_open,true,2026-09-15,,2026-09-15,official_web,docs/reports/태영.txt,"매일 같은 시간만 유료, 그 외 무료개방(입출차 24시간 가능) (네이버지도 기준, 일부는 공식 운영시간 미표기) [evidence_method는 임시 official_web — enum에 web_map 추가되면 교체 예정]"
9,예술공원노외,weekday,00:00-24:00,00:00-24:00,09:00-19:00,paid_window_free_outside,true,confirmed_open,true,2026-09-15,,2026-09-15,official_web,docs/reports/태영.txt,"매일 같은 시간만 유료, 그 외 무료개방(입출차 24시간 가능) (네이버지도 기준, 일부는 공식 운영시간 미표기) [evidence_method는 임시 official_web — enum에 web_map 추가되면 교체 예정]"
9,예술공원노외,saturday,00:00-24:00,00:00-24:00,09:00-19:00,paid_window_free_outside,true,confirmed_open,true,2026-09-15,,2026-09-15,official_web,docs/reports/태영.txt,"매일 같은 시간만 유료, 그 외 무료개방(입출차 24시간 가능) (네이버지도 기준, 일부는 공식 운영시간 미표기) [evidence_method는 임시 official_web — enum에 web_map 추가되면 교체 예정]"
9,예술공원노외,sunday_holiday,00:00-24:00,00:00-24:00,09:00-19:00,paid_window_free_outside,true,confirmed_open,true,2026-09-15,,2026-09-15,official_web,docs/reports/태영.txt,"매일 같은 시간만 유료, 그 외 무료개방(입출차 24시간 가능) (네이버지도 기준, 일부는 공식 운영시간 미표기) [evidence_method는 임시 official_web — enum에 web_map 추가되면 교체 예정]"
11,일번가노외,weekday,00:00-24:00,00:00-24:00,10:00-22:00,paid_window_free_outside,true,confirmed_open,true,2026-09-15,,2026-09-15,official_web,docs/reports/태영.txt,"매일 같은 시간만 유료, 그 외 무료개방(입출차 24시간 가능) (네이버지도 기준, 일부는 공식 운영시간 미표기) [evidence_method는 임시 official_web — enum에 web_map 추가되면 교체 예정]"
11,일번가노외,saturday,00:00-24:00,00:00-24:00,10:00-22:00,paid_window_free_outside,true,confirmed_open,true,2026-09-15,,2026-09-15,official_web,docs/reports/태영.txt,"매일 같은 시간만 유료, 그 외 무료개방(입출차 24시간 가능) (네이버지도 기준, 일부는 공식 운영시간 미표기) [evidence_method는 임시 official_web — enum에 web_map 추가되면 교체 예정]"
11,일번가노외,sunday_holiday,00:00-24:00,00:00-24:00,10:00-22:00,paid_window_free_outside,true,confirmed_open,true,2026-09-15,,2026-09-15,official_web,docs/reports/태영.txt,"매일 같은 시간만 유료, 그 외 무료개방(입출차 24시간 가능) (네이버지도 기준, 일부는 공식 운영시간 미표기) [evidence_method는 임시 official_web — enum에 web_map 추가되면 교체 예정]"
17,화창초교지하,weekday,00:00-24:00,00:00-24:00,09:00-22:00,paid_window_free_outside,true,confirmed_open,true,2026-09-15,,2026-09-15,official_web,docs/reports/태영.txt,"매일 같은 시간만 유료, 그 외 무료개방(입출차 24시간 가능) (네이버지도 기준, 일부는 공식 운영시간 미표기) [evidence_method는 임시 official_web — enum에 web_map 추가되면 교체 예정]"
17,화창초교지하,saturday,00:00-24:00,00:00-24:00,09:00-22:00,paid_window_free_outside,true,confirmed_open,true,2026-09-15,,2026-09-15,official_web,docs/reports/태영.txt,"매일 같은 시간만 유료, 그 외 무료개방(입출차 24시간 가능) (네이버지도 기준, 일부는 공식 운영시간 미표기) [evidence_method는 임시 official_web — enum에 web_map 추가되면 교체 예정]"
17,화창초교지하,sunday_holiday,00:00-24:00,00:00-24:00,09:00-22:00,paid_window_free_outside,true,confirmed_open,true,2026-09-15,,2026-09-15,official_web,docs/reports/태영.txt,"매일 같은 시간만 유료, 그 외 무료개방(입출차 24시간 가능) (네이버지도 기준, 일부는 공식 운영시간 미표기) [evidence_method는 임시 official_web — enum에 web_map 추가되면 교체 예정]"
